# Selection : patch(Inlet)
# Faces  :    118
# Area   :    3.020701e-04
# Time        	sum(phi)
12558         	-1.510351e-03
12559         	-1.510351e-03
12560         	-1.510351e-03
12561         	-1.510351e-03
12562         	-1.510351e-03
12563         	-1.510351e-03
12564         	-1.510351e-03
12565         	-1.510351e-03
12566         	-1.510351e-03
12567         	-1.510351e-03
12568         	-1.510351e-03
12569         	-1.510351e-03
12570         	-1.510351e-03
12571         	-1.510351e-03
12572         	-1.510351e-03
12573         	-1.510351e-03
12574         	-1.510351e-03
12575         	-1.510351e-03
12576         	-1.510351e-03
12577         	-1.510351e-03
12578         	-1.510351e-03
12579         	-1.510351e-03
12580         	-1.510351e-03
12581         	-1.510351e-03
12582         	-1.510351e-03
12583         	-1.510351e-03
12584         	-1.510351e-03
12585         	-1.510351e-03
12586         	-1.510351e-03
12587         	-1.510351e-03
12588         	-1.510351e-03
12589         	-1.510351e-03
12590         	-1.510351e-03
12591         	-1.510351e-03
12592         	-1.510351e-03
12593         	-1.510351e-03
12594         	-1.510351e-03
12595         	-1.510351e-03
12596         	-1.510351e-03
12597         	-1.510351e-03
12598         	-1.510351e-03
12599         	-1.510351e-03
12600         	-1.510351e-03
12601         	-1.510351e-03
12602         	-1.510351e-03
12603         	-1.510351e-03
12604         	-1.510351e-03
12605         	-1.510351e-03
12606         	-1.510351e-03
12607         	-1.510351e-03
12608         	-1.510351e-03
12609         	-1.510351e-03
12610         	-1.510351e-03
12611         	-1.510351e-03
12612         	-1.510351e-03
12613         	-1.510351e-03
12614         	-1.510351e-03
12615         	-1.510351e-03
12616         	-1.510351e-03
12617         	-1.510351e-03
12618         	-1.510351e-03
12619         	-1.510351e-03
12620         	-1.510351e-03
12621         	-1.510351e-03
12622         	-1.510351e-03
12623         	-1.510351e-03
12624         	-1.510351e-03
12625         	-1.510351e-03
12626         	-1.510351e-03
12627         	-1.510351e-03
12628         	-1.510351e-03
12629         	-1.510351e-03
12630         	-1.510351e-03
12631         	-1.510351e-03
12632         	-1.510351e-03
12633         	-1.510351e-03
12634         	-1.510351e-03
12635         	-1.510351e-03
12636         	-1.510351e-03
12637         	-1.510351e-03
12638         	-1.510351e-03
12639         	-1.510351e-03
12640         	-1.510351e-03
12641         	-1.510351e-03
12642         	-1.510351e-03
12643         	-1.510351e-03
12644         	-1.510351e-03
12645         	-1.510351e-03
12646         	-1.510351e-03
12647         	-1.510351e-03
12648         	-1.510351e-03
12649         	-1.510351e-03
12650         	-1.510351e-03
12651         	-1.510351e-03
12652         	-1.510351e-03
12653         	-1.510351e-03
12654         	-1.510351e-03
12655         	-1.510351e-03
12656         	-1.510351e-03
12657         	-1.510351e-03
12658         	-1.510351e-03
12659         	-1.510351e-03
12660         	-1.510351e-03
12661         	-1.510351e-03
12662         	-1.510351e-03
12663         	-1.510351e-03
12664         	-1.510351e-03
12665         	-1.510351e-03
12666         	-1.510351e-03
12667         	-1.510351e-03
12668         	-1.510351e-03
12669         	-1.510351e-03
12670         	-1.510351e-03
12671         	-1.510351e-03
12672         	-1.510351e-03
12673         	-1.510351e-03
12674         	-1.510351e-03
12675         	-1.510351e-03
12676         	-1.510351e-03
12677         	-1.510351e-03
12678         	-1.510351e-03
12679         	-1.510351e-03
12680         	-1.510351e-03
12681         	-1.510351e-03
12682         	-1.510351e-03
12683         	-1.510351e-03
12684         	-1.510351e-03
12685         	-1.510351e-03
12686         	-1.510351e-03
12687         	-1.510351e-03
12688         	-1.510351e-03
12689         	-1.510351e-03
12690         	-1.510351e-03
12691         	-1.510351e-03
12692         	-1.510351e-03
12693         	-1.510351e-03
12694         	-1.510351e-03
12695         	-1.510351e-03
12696         	-1.510351e-03
12697         	-1.510351e-03
12698         	-1.510351e-03
12699         	-1.510351e-03
12700         	-1.510351e-03
12701         	-1.510351e-03
12702         	-1.510351e-03
12703         	-1.510351e-03
12704         	-1.510351e-03
12705         	-1.510351e-03
12706         	-1.510351e-03
12707         	-1.510351e-03
12708         	-1.510351e-03
12709         	-1.510351e-03
12710         	-1.510351e-03
12711         	-1.510351e-03
12712         	-1.510351e-03
12713         	-1.510351e-03
12714         	-1.510351e-03
12715         	-1.510351e-03
12716         	-1.510351e-03
12717         	-1.510351e-03
12718         	-1.510351e-03
12719         	-1.510351e-03
12720         	-1.510351e-03
12721         	-1.510351e-03
12722         	-1.510351e-03
12723         	-1.510351e-03
12724         	-1.510351e-03
12725         	-1.510351e-03
12726         	-1.510351e-03
12727         	-1.510351e-03
12728         	-1.510351e-03
12729         	-1.510351e-03
12730         	-1.510351e-03
12731         	-1.510351e-03
12732         	-1.510351e-03
12733         	-1.510351e-03
12734         	-1.510351e-03
12735         	-1.510351e-03
12736         	-1.510351e-03
12737         	-1.510351e-03
12738         	-1.510351e-03
12739         	-1.510351e-03
12740         	-1.510351e-03
12741         	-1.510351e-03
12742         	-1.510351e-03
12743         	-1.510351e-03
12744         	-1.510351e-03
12745         	-1.510351e-03
12746         	-1.510351e-03
12747         	-1.510351e-03
12748         	-1.510351e-03
12749         	-1.510351e-03
12750         	-1.510351e-03
12751         	-1.510351e-03
12752         	-1.510351e-03
12753         	-1.510351e-03
12754         	-1.510351e-03
12755         	-1.510351e-03
12756         	-1.510351e-03
12757         	-1.510351e-03
12758         	-1.510351e-03
12759         	-1.510351e-03
12760         	-1.510351e-03
12761         	-1.510351e-03
12762         	-1.510351e-03
12763         	-1.510351e-03
12764         	-1.510351e-03
12765         	-1.510351e-03
12766         	-1.510351e-03
12767         	-1.510351e-03
12768         	-1.510351e-03
12769         	-1.510351e-03
12770         	-1.510351e-03
12771         	-1.510351e-03
12772         	-1.510351e-03
12773         	-1.510351e-03
12774         	-1.510351e-03
12775         	-1.510351e-03
12776         	-1.510351e-03
12777         	-1.510351e-03
12778         	-1.510351e-03
12779         	-1.510351e-03
12780         	-1.510351e-03
12781         	-1.510351e-03
12782         	-1.510351e-03
12783         	-1.510351e-03
12784         	-1.510351e-03
12785         	-1.510351e-03
12786         	-1.510351e-03
12787         	-1.510351e-03
12788         	-1.510351e-03
12789         	-1.510351e-03
12790         	-1.510351e-03
12791         	-1.510351e-03
12792         	-1.510351e-03
12793         	-1.510351e-03
12794         	-1.510351e-03
12795         	-1.510351e-03
12796         	-1.510351e-03
12797         	-1.510351e-03
12798         	-1.510351e-03
12799         	-1.510351e-03
12800         	-1.510351e-03
12801         	-1.510351e-03
12802         	-1.510351e-03
12803         	-1.510351e-03
12804         	-1.510351e-03
12805         	-1.510351e-03
12806         	-1.510351e-03
12807         	-1.510351e-03
12808         	-1.510351e-03
12809         	-1.510351e-03
12810         	-1.510351e-03
12811         	-1.510351e-03
12812         	-1.510351e-03
12813         	-1.510351e-03
12814         	-1.510351e-03
12815         	-1.510351e-03
12816         	-1.510351e-03
12817         	-1.510351e-03
12818         	-1.510351e-03
12819         	-1.510351e-03
12820         	-1.510351e-03
12821         	-1.510351e-03
12822         	-1.510351e-03
12823         	-1.510351e-03
12824         	-1.510351e-03
12825         	-1.510351e-03
12826         	-1.510351e-03
12827         	-1.510351e-03
12828         	-1.510351e-03
12829         	-1.510351e-03
12830         	-1.510351e-03
12831         	-1.510351e-03
12832         	-1.510351e-03
12833         	-1.510351e-03
12834         	-1.510351e-03
12835         	-1.510351e-03
12836         	-1.510351e-03
12837         	-1.510351e-03
12838         	-1.510351e-03
12839         	-1.510351e-03
12840         	-1.510351e-03
12841         	-1.510351e-03
12842         	-1.510351e-03
12843         	-1.510351e-03
12844         	-1.510351e-03
12845         	-1.510351e-03
12846         	-1.510351e-03
12847         	-1.510351e-03
12848         	-1.510351e-03
12849         	-1.510351e-03
12850         	-1.510351e-03
12851         	-1.510351e-03
12852         	-1.510351e-03
12853         	-1.510351e-03
12854         	-1.510351e-03
12855         	-1.510351e-03
12856         	-1.510351e-03
12857         	-1.510351e-03
12858         	-1.510351e-03
12859         	-1.510351e-03
12860         	-1.510351e-03
12861         	-1.510351e-03
12862         	-1.510351e-03
12863         	-1.510351e-03
12864         	-1.510351e-03
12865         	-1.510351e-03
12866         	-1.510351e-03
12867         	-1.510351e-03
12868         	-1.510351e-03
12869         	-1.510351e-03
12870         	-1.510351e-03
12871         	-1.510351e-03
12872         	-1.510351e-03
12873         	-1.510351e-03
12874         	-1.510351e-03
12875         	-1.510351e-03
12876         	-1.510351e-03
12877         	-1.510351e-03
12878         	-1.510351e-03
12879         	-1.510351e-03
12880         	-1.510351e-03
12881         	-1.510351e-03
12882         	-1.510351e-03
12883         	-1.510351e-03
12884         	-1.510351e-03
12885         	-1.510351e-03
12886         	-1.510351e-03
12887         	-1.510351e-03
12888         	-1.510351e-03
12889         	-1.510351e-03
12890         	-1.510351e-03
12891         	-1.510351e-03
12892         	-1.510351e-03
12893         	-1.510351e-03
12894         	-1.510351e-03
12895         	-1.510351e-03
12896         	-1.510351e-03
12897         	-1.510351e-03
12898         	-1.510351e-03
12899         	-1.510351e-03
12900         	-1.510351e-03
12901         	-1.510351e-03
12902         	-1.510351e-03
12903         	-1.510351e-03
12904         	-1.510351e-03
12905         	-1.510351e-03
12906         	-1.510351e-03
12907         	-1.510351e-03
12908         	-1.510351e-03
12909         	-1.510351e-03
12910         	-1.510351e-03
12911         	-1.510351e-03
12912         	-1.510351e-03
12913         	-1.510351e-03
12914         	-1.510351e-03
12915         	-1.510351e-03
12916         	-1.510351e-03
12917         	-1.510351e-03
12918         	-1.510351e-03
12919         	-1.510351e-03
12920         	-1.510351e-03
12921         	-1.510351e-03
12922         	-1.510351e-03
12923         	-1.510351e-03
12924         	-1.510351e-03
12925         	-1.510351e-03
12926         	-1.510351e-03
12927         	-1.510351e-03
12928         	-1.510351e-03
12929         	-1.510351e-03
12930         	-1.510351e-03
12931         	-1.510351e-03
12932         	-1.510351e-03
12933         	-1.510351e-03
12934         	-1.510351e-03
12935         	-1.510351e-03
12936         	-1.510351e-03
12937         	-1.510351e-03
12938         	-1.510351e-03
12939         	-1.510351e-03
12940         	-1.510351e-03
12941         	-1.510351e-03
12942         	-1.510351e-03
12943         	-1.510351e-03
12944         	-1.510351e-03
12945         	-1.510351e-03
12946         	-1.510351e-03
12947         	-1.510351e-03
12948         	-1.510351e-03
12949         	-1.510351e-03
12950         	-1.510351e-03
12951         	-1.510351e-03
12952         	-1.510351e-03
12953         	-1.510351e-03
12954         	-1.510351e-03
12955         	-1.510351e-03
12956         	-1.510351e-03
12957         	-1.510351e-03
12958         	-1.510351e-03
12959         	-1.510351e-03
12960         	-1.510351e-03
12961         	-1.510351e-03
12962         	-1.510351e-03
12963         	-1.510351e-03
12964         	-1.510351e-03
12965         	-1.510351e-03
12966         	-1.510351e-03
12967         	-1.510351e-03
12968         	-1.510351e-03
12969         	-1.510351e-03
12970         	-1.510351e-03
12971         	-1.510351e-03
12972         	-1.510351e-03
12973         	-1.510351e-03
12974         	-1.510351e-03
12975         	-1.510351e-03
12976         	-1.510351e-03
12977         	-1.510351e-03
12978         	-1.510351e-03
12979         	-1.510351e-03
12980         	-1.510351e-03
12981         	-1.510351e-03
12982         	-1.510351e-03
12983         	-1.510351e-03
12984         	-1.510351e-03
12985         	-1.510351e-03
12986         	-1.510351e-03
12987         	-1.510351e-03
12988         	-1.510351e-03
12989         	-1.510351e-03
12990         	-1.510351e-03
12991         	-1.510351e-03
12992         	-1.510351e-03
12993         	-1.510351e-03
12994         	-1.510351e-03
12995         	-1.510351e-03
12996         	-1.510351e-03
12997         	-1.510351e-03
12998         	-1.510351e-03
12999         	-1.510351e-03
13000         	-1.510351e-03
13001         	-1.510351e-03
13002         	-1.510351e-03
13003         	-1.510351e-03
13004         	-1.510351e-03
13005         	-1.510351e-03
13006         	-1.510351e-03
13007         	-1.510351e-03
13008         	-1.510351e-03
13009         	-1.510351e-03
13010         	-1.510351e-03
13011         	-1.510351e-03
13012         	-1.510351e-03
13013         	-1.510351e-03
13014         	-1.510351e-03
13015         	-1.510351e-03
13016         	-1.510351e-03
13017         	-1.510351e-03
13018         	-1.510351e-03
13019         	-1.510351e-03
13020         	-1.510351e-03
13021         	-1.510351e-03
13022         	-1.510351e-03
13023         	-1.510351e-03
13024         	-1.510351e-03
13025         	-1.510351e-03
13026         	-1.510351e-03
13027         	-1.510351e-03
13028         	-1.510351e-03
13029         	-1.510351e-03
13030         	-1.510351e-03
13031         	-1.510351e-03
13032         	-1.510351e-03
13033         	-1.510351e-03
13034         	-1.510351e-03
13035         	-1.510351e-03
13036         	-1.510351e-03
13037         	-1.510351e-03
13038         	-1.510351e-03
13039         	-1.510351e-03
13040         	-1.510351e-03
13041         	-1.510351e-03
13042         	-1.510351e-03
13043         	-1.510351e-03
13044         	-1.510351e-03
13045         	-1.510351e-03
13046         	-1.510351e-03
13047         	-1.510351e-03
13048         	-1.510351e-03
13049         	-1.510351e-03
13050         	-1.510351e-03
13051         	-1.510351e-03
13052         	-1.510351e-03
13053         	-1.510351e-03
13054         	-1.510351e-03
13055         	-1.510351e-03
13056         	-1.510351e-03
13057         	-1.510351e-03
13058         	-1.510351e-03
13059         	-1.510351e-03
13060         	-1.510351e-03
13061         	-1.510351e-03
13062         	-1.510351e-03
13063         	-1.510351e-03
13064         	-1.510351e-03
13065         	-1.510351e-03
13066         	-1.510351e-03
13067         	-1.510351e-03
13068         	-1.510351e-03
13069         	-1.510351e-03
13070         	-1.510351e-03
13071         	-1.510351e-03
13072         	-1.510351e-03
13073         	-1.510351e-03
13074         	-1.510351e-03
13075         	-1.510351e-03
13076         	-1.510351e-03
13077         	-1.510351e-03
13078         	-1.510351e-03
13079         	-1.510351e-03
13080         	-1.510351e-03
13081         	-1.510351e-03
13082         	-1.510351e-03
13083         	-1.510351e-03
13084         	-1.510351e-03
13085         	-1.510351e-03
13086         	-1.510351e-03
13087         	-1.510351e-03
13088         	-1.510351e-03
13089         	-1.510351e-03
13090         	-1.510351e-03
13091         	-1.510351e-03
13092         	-1.510351e-03
13093         	-1.510351e-03
13094         	-1.510351e-03
13095         	-1.510351e-03
13096         	-1.510351e-03
13097         	-1.510351e-03
13098         	-1.510351e-03
13099         	-1.510351e-03
13100         	-1.510351e-03
13101         	-1.510351e-03
13102         	-1.510351e-03
13103         	-1.510351e-03
13104         	-1.510351e-03
13105         	-1.510351e-03
13106         	-1.510351e-03
13107         	-1.510351e-03
13108         	-1.510351e-03
13109         	-1.510351e-03
13110         	-1.510351e-03
13111         	-1.510351e-03
13112         	-1.510351e-03
13113         	-1.510351e-03
13114         	-1.510351e-03
13115         	-1.510351e-03
13116         	-1.510351e-03
13117         	-1.510351e-03
13118         	-1.510351e-03
13119         	-1.510351e-03
13120         	-1.510351e-03
13121         	-1.510351e-03
13122         	-1.510351e-03
13123         	-1.510351e-03
13124         	-1.510351e-03
13125         	-1.510351e-03
13126         	-1.510351e-03
13127         	-1.510351e-03
13128         	-1.510351e-03
13129         	-1.510351e-03
13130         	-1.510351e-03
13131         	-1.510351e-03
13132         	-1.510351e-03
13133         	-1.510351e-03
13134         	-1.510351e-03
13135         	-1.510351e-03
13136         	-1.510351e-03
13137         	-1.510351e-03
13138         	-1.510351e-03
13139         	-1.510351e-03
13140         	-1.510351e-03
13141         	-1.510351e-03
13142         	-1.510351e-03
13143         	-1.510351e-03
13144         	-1.510351e-03
13145         	-1.510351e-03
13146         	-1.510351e-03
13147         	-1.510351e-03
13148         	-1.510351e-03
13149         	-1.510351e-03
13150         	-1.510351e-03
13151         	-1.510351e-03
13152         	-1.510351e-03
13153         	-1.510351e-03
13154         	-1.510351e-03
13155         	-1.510351e-03
13156         	-1.510351e-03
13157         	-1.510351e-03
13158         	-1.510351e-03
13159         	-1.510351e-03
13160         	-1.510351e-03
13161         	-1.510351e-03
13162         	-1.510351e-03
13163         	-1.510351e-03
13164         	-1.510351e-03
13165         	-1.510351e-03
13166         	-1.510351e-03
13167         	-1.510351e-03
13168         	-1.510351e-03
13169         	-1.510351e-03
13170         	-1.510351e-03
13171         	-1.510351e-03
13172         	-1.510351e-03
13173         	-1.510351e-03
13174         	-1.510351e-03
13175         	-1.510351e-03
13176         	-1.510351e-03
13177         	-1.510351e-03
13178         	-1.510351e-03
13179         	-1.510351e-03
13180         	-1.510351e-03
13181         	-1.510351e-03
13182         	-1.510351e-03
13183         	-1.510351e-03
13184         	-1.510351e-03
13185         	-1.510351e-03
13186         	-1.510351e-03
13187         	-1.510351e-03
13188         	-1.510351e-03
13189         	-1.510351e-03
13190         	-1.510351e-03
13191         	-1.510351e-03
13192         	-1.510351e-03
13193         	-1.510351e-03
13194         	-1.510351e-03
13195         	-1.510351e-03
13196         	-1.510351e-03
13197         	-1.510351e-03
13198         	-1.510351e-03
13199         	-1.510351e-03
13200         	-1.510351e-03
13201         	-1.510351e-03
13202         	-1.510351e-03
13203         	-1.510351e-03
13204         	-1.510351e-03
13205         	-1.510351e-03
13206         	-1.510351e-03
13207         	-1.510351e-03
13208         	-1.510351e-03
13209         	-1.510351e-03
13210         	-1.510351e-03
13211         	-1.510351e-03
13212         	-1.510351e-03
13213         	-1.510351e-03
13214         	-1.510351e-03
13215         	-1.510351e-03
13216         	-1.510351e-03
13217         	-1.510351e-03
13218         	-1.510351e-03
13219         	-1.510351e-03
13220         	-1.510351e-03
13221         	-1.510351e-03
13222         	-1.510351e-03
13223         	-1.510351e-03
13224         	-1.510351e-03
13225         	-1.510351e-03
13226         	-1.510351e-03
13227         	-1.510351e-03
13228         	-1.510351e-03
13229         	-1.510351e-03
13230         	-1.510351e-03
13231         	-1.510351e-03
13232         	-1.510351e-03
13233         	-1.510351e-03
13234         	-1.510351e-03
13235         	-1.510351e-03
13236         	-1.510351e-03
13237         	-1.510351e-03
13238         	-1.510351e-03
13239         	-1.510351e-03
13240         	-1.510351e-03
13241         	-1.510351e-03
13242         	-1.510351e-03
13243         	-1.510351e-03
13244         	-1.510351e-03
13245         	-1.510351e-03
13246         	-1.510351e-03
13247         	-1.510351e-03
13248         	-1.510351e-03
13249         	-1.510351e-03
13250         	-1.510351e-03
13251         	-1.510351e-03
13252         	-1.510351e-03
13253         	-1.510351e-03
13254         	-1.510351e-03
13255         	-1.510351e-03
13256         	-1.510351e-03
13257         	-1.510351e-03
13258         	-1.510351e-03
13259         	-1.510351e-03
13260         	-1.510351e-03
13261         	-1.510351e-03
13262         	-1.510351e-03
13263         	-1.510351e-03
13264         	-1.510351e-03
13265         	-1.510351e-03
13266         	-1.510351e-03
13267         	-1.510351e-03
13268         	-1.510351e-03
13269         	-1.510351e-03
13270         	-1.510351e-03
13271         	-1.510351e-03
13272         	-1.510351e-03
13273         	-1.510351e-03
13274         	-1.510351e-03
13275         	-1.510351e-03
13276         	-1.510351e-03
13277         	-1.510351e-03
13278         	-1.510351e-03
13279         	-1.510351e-03
13280         	-1.510351e-03
13281         	-1.510351e-03
13282         	-1.510351e-03
13283         	-1.510351e-03
13284         	-1.510351e-03
13285         	-1.510351e-03
13286         	-1.510351e-03
13287         	-1.510351e-03
13288         	-1.510351e-03
13289         	-1.510351e-03
13290         	-1.510351e-03
13291         	-1.510351e-03
13292         	-1.510351e-03
13293         	-1.510351e-03
13294         	-1.510351e-03
13295         	-1.510351e-03
13296         	-1.510351e-03
13297         	-1.510351e-03
13298         	-1.510351e-03
13299         	-1.510351e-03
13300         	-1.510351e-03
13301         	-1.510351e-03
13302         	-1.510351e-03
13303         	-1.510351e-03
13304         	-1.510351e-03
13305         	-1.510351e-03
13306         	-1.510351e-03
13307         	-1.510351e-03
13308         	-1.510351e-03
13309         	-1.510351e-03
13310         	-1.510351e-03
13311         	-1.510351e-03
13312         	-1.510351e-03
13313         	-1.510351e-03
13314         	-1.510351e-03
13315         	-1.510351e-03
13316         	-1.510351e-03
13317         	-1.510351e-03
13318         	-1.510351e-03
13319         	-1.510351e-03
13320         	-1.510351e-03
13321         	-1.510351e-03
13322         	-1.510351e-03
13323         	-1.510351e-03
13324         	-1.510351e-03
13325         	-1.510351e-03
13326         	-1.510351e-03
13327         	-1.510351e-03
13328         	-1.510351e-03
13329         	-1.510351e-03
13330         	-1.510351e-03
13331         	-1.510351e-03
13332         	-1.510351e-03
13333         	-1.510351e-03
13334         	-1.510351e-03
13335         	-1.510351e-03
13336         	-1.510351e-03
13337         	-1.510351e-03
13338         	-1.510351e-03
13339         	-1.510351e-03
13340         	-1.510351e-03
13341         	-1.510351e-03
13342         	-1.510351e-03
13343         	-1.510351e-03
13344         	-1.510351e-03
13345         	-1.510351e-03
13346         	-1.510351e-03
13347         	-1.510351e-03
13348         	-1.510351e-03
13349         	-1.510351e-03
13350         	-1.510351e-03
13351         	-1.510351e-03
13352         	-1.510351e-03
13353         	-1.510351e-03
13354         	-1.510351e-03
13355         	-1.510351e-03
13356         	-1.510351e-03
13357         	-1.510351e-03
13358         	-1.510351e-03
13359         	-1.510351e-03
13360         	-1.510351e-03
13361         	-1.510351e-03
13362         	-1.510351e-03
13363         	-1.510351e-03
13364         	-1.510351e-03
13365         	-1.510351e-03
13366         	-1.510351e-03
13367         	-1.510351e-03
13368         	-1.510351e-03
13369         	-1.510351e-03
13370         	-1.510351e-03
13371         	-1.510351e-03
13372         	-1.510351e-03
13373         	-1.510351e-03
13374         	-1.510351e-03
13375         	-1.510351e-03
13376         	-1.510351e-03
13377         	-1.510351e-03
13378         	-1.510351e-03
13379         	-1.510351e-03
13380         	-1.510351e-03
13381         	-1.510351e-03
13382         	-1.510351e-03
13383         	-1.510351e-03
13384         	-1.510351e-03
13385         	-1.510351e-03
13386         	-1.510351e-03
13387         	-1.510351e-03
13388         	-1.510351e-03
13389         	-1.510351e-03
13390         	-1.510351e-03
13391         	-1.510351e-03
13392         	-1.510351e-03
13393         	-1.510351e-03
13394         	-1.510351e-03
13395         	-1.510351e-03
13396         	-1.510351e-03
13397         	-1.510351e-03
13398         	-1.510351e-03
13399         	-1.510351e-03
13400         	-1.510351e-03
13401         	-1.510351e-03
13402         	-1.510351e-03
13403         	-1.510351e-03
13404         	-1.510351e-03
13405         	-1.510351e-03
13406         	-1.510351e-03
13407         	-1.510351e-03
13408         	-1.510351e-03
13409         	-1.510351e-03
13410         	-1.510351e-03
13411         	-1.510351e-03
13412         	-1.510351e-03
13413         	-1.510351e-03
13414         	-1.510351e-03
13415         	-1.510351e-03
13416         	-1.510351e-03
13417         	-1.510351e-03
13418         	-1.510351e-03
13419         	-1.510351e-03
13420         	-1.510351e-03
13421         	-1.510351e-03
13422         	-1.510351e-03
13423         	-1.510351e-03
13424         	-1.510351e-03
13425         	-1.510351e-03
13426         	-1.510351e-03
13427         	-1.510351e-03
13428         	-1.510351e-03
13429         	-1.510351e-03
13430         	-1.510351e-03
13431         	-1.510351e-03
13432         	-1.510351e-03
13433         	-1.510351e-03
13434         	-1.510351e-03
13435         	-1.510351e-03
13436         	-1.510351e-03
13437         	-1.510351e-03
13438         	-1.510351e-03
13439         	-1.510351e-03
13440         	-1.510351e-03
13441         	-1.510351e-03
13442         	-1.510351e-03
13443         	-1.510351e-03
13444         	-1.510351e-03
13445         	-1.510351e-03
13446         	-1.510351e-03
13447         	-1.510351e-03
13448         	-1.510351e-03
13449         	-1.510351e-03
13450         	-1.510351e-03
13451         	-1.510351e-03
13452         	-1.510351e-03
13453         	-1.510351e-03
13454         	-1.510351e-03
13455         	-1.510351e-03
13456         	-1.510351e-03
13457         	-1.510351e-03
13458         	-1.510351e-03
13459         	-1.510351e-03
13460         	-1.510351e-03
13461         	-1.510351e-03
13462         	-1.510351e-03
13463         	-1.510351e-03
13464         	-1.510351e-03
13465         	-1.510351e-03
13466         	-1.510351e-03
13467         	-1.510351e-03
13468         	-1.510351e-03
13469         	-1.510351e-03
13470         	-1.510351e-03
13471         	-1.510351e-03
13472         	-1.510351e-03
13473         	-1.510351e-03
13474         	-1.510351e-03
13475         	-1.510351e-03
13476         	-1.510351e-03
13477         	-1.510351e-03
13478         	-1.510351e-03
13479         	-1.510351e-03
13480         	-1.510351e-03
13481         	-1.510351e-03
13482         	-1.510351e-03
13483         	-1.510351e-03
13484         	-1.510351e-03
13485         	-1.510351e-03
13486         	-1.510351e-03
13487         	-1.510351e-03
13488         	-1.510351e-03
13489         	-1.510351e-03
13490         	-1.510351e-03
13491         	-1.510351e-03
13492         	-1.510351e-03
13493         	-1.510351e-03
13494         	-1.510351e-03
13495         	-1.510351e-03
13496         	-1.510351e-03
13497         	-1.510351e-03
13498         	-1.510351e-03
13499         	-1.510351e-03
13500         	-1.510351e-03
13501         	-1.510351e-03
13502         	-1.510351e-03
13503         	-1.510351e-03
13504         	-1.510351e-03
13505         	-1.510351e-03
13506         	-1.510351e-03
13507         	-1.510351e-03
13508         	-1.510351e-03
13509         	-1.510351e-03
13510         	-1.510351e-03
13511         	-1.510351e-03
13512         	-1.510351e-03
13513         	-1.510351e-03
13514         	-1.510351e-03
13515         	-1.510351e-03
13516         	-1.510351e-03
13517         	-1.510351e-03
13518         	-1.510351e-03
13519         	-1.510351e-03
13520         	-1.510351e-03
13521         	-1.510351e-03
13522         	-1.510351e-03
13523         	-1.510351e-03
13524         	-1.510351e-03
13525         	-1.510351e-03
13526         	-1.510351e-03
13527         	-1.510351e-03
13528         	-1.510351e-03
13529         	-1.510351e-03
13530         	-1.510351e-03
13531         	-1.510351e-03
13532         	-1.510351e-03
13533         	-1.510351e-03
13534         	-1.510351e-03
13535         	-1.510351e-03
13536         	-1.510351e-03
13537         	-1.510351e-03
13538         	-1.510351e-03
13539         	-1.510351e-03
13540         	-1.510351e-03
13541         	-1.510351e-03
13542         	-1.510351e-03
13543         	-1.510351e-03
13544         	-1.510351e-03
13545         	-1.510351e-03
13546         	-1.510351e-03
13547         	-1.510351e-03
13548         	-1.510351e-03
13549         	-1.510351e-03
13550         	-1.510351e-03
13551         	-1.510351e-03
13552         	-1.510351e-03
13553         	-1.510351e-03
13554         	-1.510351e-03
13555         	-1.510351e-03
13556         	-1.510351e-03
13557         	-1.510351e-03
13558         	-1.510351e-03
13559         	-1.510351e-03
13560         	-1.510351e-03
13561         	-1.510351e-03
13562         	-1.510351e-03
13563         	-1.510351e-03
13564         	-1.510351e-03
13565         	-1.510351e-03
13566         	-1.510351e-03
13567         	-1.510351e-03
13568         	-1.510351e-03
13569         	-1.510351e-03
13570         	-1.510351e-03
13571         	-1.510351e-03
13572         	-1.510351e-03
13573         	-1.510351e-03
13574         	-1.510351e-03
13575         	-1.510351e-03
13576         	-1.510351e-03
13577         	-1.510351e-03
13578         	-1.510351e-03
13579         	-1.510351e-03
13580         	-1.510351e-03
13581         	-1.510351e-03
13582         	-1.510351e-03
13583         	-1.510351e-03
13584         	-1.510351e-03
13585         	-1.510351e-03
13586         	-1.510351e-03
13587         	-1.510351e-03
13588         	-1.510351e-03
13589         	-1.510351e-03
13590         	-1.510351e-03
13591         	-1.510351e-03
13592         	-1.510351e-03
13593         	-1.510351e-03
13594         	-1.510351e-03
13595         	-1.510351e-03
13596         	-1.510351e-03
13597         	-1.510351e-03
13598         	-1.510351e-03
13599         	-1.510351e-03
13600         	-1.510351e-03
13601         	-1.510351e-03
13602         	-1.510351e-03
13603         	-1.510351e-03
13604         	-1.510351e-03
13605         	-1.510351e-03
13606         	-1.510351e-03
13607         	-1.510351e-03
13608         	-1.510351e-03
13609         	-1.510351e-03
13610         	-1.510351e-03
13611         	-1.510351e-03
13612         	-1.510351e-03
13613         	-1.510351e-03
13614         	-1.510351e-03
13615         	-1.510351e-03
13616         	-1.510351e-03
13617         	-1.510351e-03
13618         	-1.510351e-03
13619         	-1.510351e-03
13620         	-1.510351e-03
13621         	-1.510351e-03
13622         	-1.510351e-03
13623         	-1.510351e-03
13624         	-1.510351e-03
13625         	-1.510351e-03
13626         	-1.510351e-03
13627         	-1.510351e-03
13628         	-1.510351e-03
13629         	-1.510351e-03
13630         	-1.510351e-03
